priority_tier,area,store_name,address,phone,map_link,instagram_or_site,review_count,rating,store_type,store_tone,location_score,specialty_score,contactability_score,total_score,priority_grade,message_type,contact_status,last_contact_date,notes
2,노원,친절한 전자담배,서울 노원구 동일로 1007 1층,010-4318-9080,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,공릉/노원 생활상권,3,4,5,12,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인
2,노원,비엔베이프,서울 노원구 동일로 1365 랑은빌딩 201호,010-4145-4564,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,노원 상권,3,4,5,12,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인
2,노원,하카코리아 공릉점,서울 노원구 공릉동 499-56 한일빌딩 1층 좌측,010-4008-4598,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,공릉 상권,3,4,5,12,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인
2,노원,석계전자담배멀티샵,서울 노원구 석계로3길 11 1층,010-8277-5600,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,멀티샵,석계 생활상권,3,4,5,12,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인
2,노원,킹콩전자담배 노원점,서울 노원구 노해로 492 프린스빌딩,010-5759-0204,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,노원 메인상권,4,4,5,13,A,1,미접촉,,Martha Vape 공개 로케이터 기준 확인
2,신촌/이대,신촌역토네이도전자담배,서울 서대문구 신촌로 109 신촌르메이에르타운5차 지하1층 110호,0507-1330-3461,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신촌 메인상권,4,4,5,13,A,1,미접촉,,네이버 지도 검증 완료. place page 기준 전화번호/주소 최신화
1,성수,저스트포그 성수점,서울 성동구 연무장5가길 7 성수역현대테라스타워 B114호,010-7144-6947,https://m.martha-vape.com/bs21/layout/map_store2.html,https://m.justfog.co.kr/stockist.html,,,전자담배 전문점,성수 상권,4,4,5,13,A,2,미접촉,,Martha/Justfog 공개 페이지 교차 확인
2,왕십리/한양대,렉스 전자담배,서울 성동구 왕십리로 336 1층 102호,010-3245-1669,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,왕십리 상권,3,4,5,12,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인
2,왕십리/한양대,아이다 전자담배 왕십리점,서울 성동구 행당동 130-120,010-8712-2643,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,왕십리 생활상권,3,4,5,12,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인
2,목동/오목교,오목교전자담배,서울 양천구 신목로 93-1 1층 전자담배,010-6421-1384,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,오목교 생활상권,3,4,5,12,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인
2,목동/오목교,목동전자담배,서울 양천구 목동중앙본로 122 1층,010-8254-1537,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,목동 생활상권,3,4,5,12,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인
2,홍대/합정/상수,언노운 인더스트리 상수,서울 마포구 독막로7길 34 2층,010-9466-1606,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,상수 생활상권,4,4,5,13,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인
1,홍대/합정/상수,전자담배라운지24 홍대직영점,서울 마포구 잔다리로 3 1층,0507-1380-3714,https://pcmap.place.naver.com/place/1127092144/home,https://blog.naver.com/dkflfkdfhd998/224023103909,304,,전자담배 전문점,홍대 힙합거리 인접,5,4,5,14,A,1,미접촉,,"네이버 지도 검증 완료. 24시간 영업, 0507 확인"
2,신촌/이대,하카코리아 신촌점,서울 마포구 서강로 142,0507-1445-2300,https://pcmap.place.naver.com/place/36438695/home,https://blog.naver.com/sin3542300,67,4.35,전자담배 전문점,신촌 메인상권,4,4,5,13,A,1,미접촉,,네이버 지도 검증 완료. 0507 확인
2,신촌/이대,베이프존 광흥창점,서울 마포구 독막로 156 1층,0507-1319-3104,https://pcmap.place.naver.com/place/1398170063/home,https://www.instagram.com/vapezone_gh,20,,전자담배 전문점,광흥창역 초근접,4,4,5,13,A,2,미접촉,,"네이버 지도 검증 완료. 역세권, 0507 확인"
1,홍대/합정/상수,서피니티,서울 마포구 포은로 14 1층 107호,0507-1338-7767,https://pcmap.place.naver.com/place/2023892496/home,https://www.serphinity-link.com/,45,,전자담배 전문점,합정/망원 생활상권,4,4,5,13,A,2,미접촉,,네이버 지도 검증 완료. 0507 확인
2,중랑/면목,베이프엔젤,서울 중랑구 용마산로 377 B동 1층 1호 베이프엔젤 전자담배,010-2422-3318,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,중랑/면목 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,여의도,킹스베이프,서울 영등포구 여의대방로65길 10 유니온타워 B101호 킹스베이프,010-2292-9696,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,여의도 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,종로/을지로/충무로,넘버원전자담배,서울 종로구 삼봉로 81 두산위브파빌리온 1층 120호 넘버원전자담배,010-7752-5992,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,종로/을지로/충무로 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,강동역 전자담배 피움,서울 강동구 천호대로 1089 복합시설동 지1층 비44호 (피움),010-4724-0128,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,이태원,용산시가프라자,서울 용산구 한강대로 257 청룡빌딩 지하1층 전자담배,010-4948-7676,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,이태원 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,신촌/이대,하카코리아 서대문,서울 서대문구 거북골로 158 1층 전자담배,010-3687-5110,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신촌/이대 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,은평/연신내,전자담배,서울 은평구 응암로12길 14 1층 전자담배,010-9042-4374,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,은평/연신내 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,영등포/문래,고(GO) 전자담배,서울 영등포구 양평로 106 2층 전자담배,010-9255-9002,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,영등포/문래 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,동대문/청량리,베이프클럽,서울 동대문구 이문로 31 1층 전자담배,010-2103-7386,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,동대문/청량리 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,은평/연신내,하카베이프,서울 은평구 대조동 185-1 1층 전자담배,010-2288-7670,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,은평/연신내 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,수유/미아,스마트,서울 강북구 오패산로67길 11 1층3호 스마트전자담배,010-5882-8513,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,수유/미아 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,역삼/선릉,더킹전자담배,서울 강남구 언주로 409 1층 더킹전자담배,010-3880-9896,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,역삼/선릉 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,역삼/선릉,강남 스타베이프,서울 강남구 언주로 201 에스케이리더스뷰,010-4052-2004,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,역삼/선릉 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,전자담배연구소,서울 강서구 까치산로 114 (화곡동) 1층 전자담배연구소,010-2055-9766,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,폭탄베이프,서울 강서구 곰달래로 231 1층 전자담배,010-8293-2840,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,강동구전자담배몰,서울 강동구 천호대로 1006 브라운스톤천호 B327호,010-3328-6204,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,마포/공덕,베이프랩마포점,"서울 마포구 월드컵로 190 이안상암Ⅱ, 107호 베이프랩전자담배",010-8827-6383,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,마포/공덕 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,사당/방배,디지털M,서울 동작구 상도로 124 디지털 m 전자담배매장,010-9075-4058,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,사당/방배 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,도봉/창동,베이핑스타,서울 도봉구 도봉로 441 드림하우스 상가101호 베이핑스타,010-6413-0114,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,도봉/창동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,동대문/청량리,시가존청량리,서울 동대문구 왕산로 220 하카 씨유청량리역점,010-8622-0434,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,동대문/청량리 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,수유/미아,미리내전자담배,서울 강북구 솔샘로64길 19 1층 미리내전자담배,010-5772-8114,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,수유/미아 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,JMI전자담배 굽은다리점,서울 강동구 천중로50길 10 1층 전자담배가게,010-4148-7138,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,성수,요가파이어,서울 마포구 성암로 215 1층 전자담배,010-2208-1078,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,성수 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,구로디지털단지,전자담배,서울 구로구 고척동 257-22 전자담배,010-4132-5866,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,에브리데이스모크,서울 강서구 우장산로15길 39-1 1층 에브리데이스모크 전자담배,010-9895-0036,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,종로/을지로/충무로,시청전자담배,서울 중구 서소문로 111 203호(계단 위 왼쪽 사무실),010-5223-7793,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,종로/을지로/충무로 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,영등포/문래,늘푸른,서울 영등포구 대방천로 150 1층 늘푸른 전자담배,010-9255-6631,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,영등포/문래 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,마포/공덕,버나드 전자담배,서울 마포구 마포대로 68 마포아크로타워 202호 버나드 전자담배,010-4759-1339,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,마포/공덕 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,수유/미아,굿베이퍼,서울 강북구 도봉로 146 1층 굿베이퍼 전자담배,010-5517-8600,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,수유/미아 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,서울대입구/샤로수길,낙성대 전자담배 쿠노 베이프,서울 관악구 남부순환로 1924 1동 B208호(동림오피스텔),010-2248-7130,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,서울대입구/샤로수길 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,하카가양,서울 강서구 화곡로68길 33 라인 상가 108호,010-5493-0060,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,이태원,마샤 한남동점,서울 용산구 대사관로 80 1층,010-9400-6390,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,이태원 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,이태원,킹베이퍼,서울 용산구 한강대로 95 래미안용산더센트럴 지하2층 B201호 킹베이퍼,010-5164-8901,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,이태원 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,강남역,증기샵,서울 강남구 강남대로84길 15 효성해링턴타워 2층 208호 증기샵,010-4922-9212,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강남역 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,신림,365아울렛,서울 관악구 신림로 126 365전자담배아울렛,010-3336-3437,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신림 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,둔촌전자담배멀티샾,서울 강동구 양재대로 1396 원천빌딩101,010-3758-1514,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,수유/미아,수유전자담배아이스크림,서울 강북구 노해로 95-1 1층 우측 전자담배,010-8127-7762,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,수유/미아 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,야옹이전자담배 양천향교점,서울 강서구 양천로51길 11 신환빌딩 102호,010-5683-0309,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,구로디지털단지,더블에잇,서울 금천구 벚꽃로 122 1층 베이프렌드 전자담배,010-3392-0514,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,마포/공덕,베이핑클럽,서울 마포구 마포대로 143 마포공덕파크팰리스 Ⅱ 지하1층 108호 전자담배,010-8756-0727,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,마포/공덕 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,잠실/송리단길,잠실킹콩전자담배,서울 송파구 올림픽로 289 잠실시그마타워,010-4224-7254,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,잠실/송리단길 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,신논현/논현,킹콩전자담배강남점,서울 강남구 학동로2길 6 1층 킹콩전자담배,010-3208-5522,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신논현/논현 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,건대입구,airvape,서울 광진구 자양로 153 1층 2호 에어베이프,010-7129-2008,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,건대입구 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,동대문/청량리,라셀전자담배,서울 동대문구 장안동 308-2 1층 라셀전자담배,010-3630-5927,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,동대문/청량리 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,홍대/합정/상수,스누스와전자담배,서울 마포구 양화로 156 LG팰리스빌딩 B119-2 스누스와전자담배,010-4754-3461,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,홍대/합정/상수 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,구로디지털단지,마크전자담배 금천구 가산점,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 109호 마크전자담배 금천구 가산점,010-9027-9389,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,역삼/선릉,킹콩전자담배,서울 강남구 선릉로93길 28 1층 킹콩전자담배,010-7131-2019,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,역삼/선릉 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,건대입구,조후시가,서울 광진구 구의3동 테크노마트 2층 A64,010-9207-7069,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,건대입구 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,건대입구,베이퍼럽 전자담배,서울 광진구 중곡동 211-24 가든시티 1층 상가 전자담배,010-5249-3886,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,건대입구 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,마포/공덕,마포크레이지베이프,서울 마포구 마포대로 112 1층 전자담배,010-2990-2002,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,마포/공덕 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,구로디지털단지,에코이앤씨,서울 금천구 가산동 371-28 우림라이온스밸리A동 128-1호 에코전자담배,010-2509-8184,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,신림,유베이프(you vape),서울 관악구 조원중앙로 6 1층 you vape전자담배,010-2378-3249,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신림 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,이태원,마크전자담배,서울 용산구 한강대로 259 고려에이트리움 2층 206호 마크전자담배,010-8077-2046,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,이태원 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,서초/양재,하다 전자담배,서울 서초구 서초대로 240 서초동 동일하이빌 지하1층 B22호,010-9287-7987,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,서초/양재 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,신촌/이대,에어베이프 연희점,서울 서대문구 연희로 114 내풍빌딩,010-9090-7832,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신촌/이대 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,은평/연신내,민트프랜트,서울 은평구 증산로3길 3 전자담배,010-4759-7724,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,은평/연신내 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,보광공조,서울 강동구 고덕로 101 대암빌딩 1층 전자담배,010-6801-0824,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,이베이프샵,서울 강동구 천호대로157길 38 1층,010-7735-0764,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,중랑/면목,길품공인중개사 & 전자담배멀티샵,서울 중랑구 중랑역로 69 1층 길품공인중개사사무소,010-9296-6525,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,중랑/면목 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,사당/방배,베이프존(사당점),서울 동작구 남부순환로 2029 102호(베이프존 전자담배),010-9129-3104,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,사당/방배 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,은평/연신내,베이프스팟(은평점),서울 은평구 은평로 108 메트로럭스주상복합APT 1층 107호(전자담배),010-9041-0045,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,은평/연신내 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,은평/연신내,전자담배 스트롱베이퍼,서울 은평구 통일로 1034 은평스카이뷰자이(진관동) 판매시설동 101호 스트롱베이프 전자담배,010-7269-8280,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,은평/연신내 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,베이프스팟 마곡,"서울 강서구 마곡중앙4로 22 파인스퀘어, B동 1층 122호",010-7221-1120,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,중랑/면목,스모키전자담배,서울 중랑구 상봉동 106-17 1층 전자담배,010-6393-7905,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,중랑/면목 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,마포/공덕,캡틴전자담배,서울 마포구 성암로13길 60 1층 102호 (상암동) 캡틴전자담배,010-7430-0607,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,마포/공덕 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,신림,왕언니네전자담배,서울 관악구 신림로 86 왕언니네전자담배,010-9872-8289,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신림 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,화곡전자담배,서울 강서구 화곡로 139 지하1층,010-9181-7552,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
