area,store_name,phone,address,map_link,notes
마포/공덕,베이프랩마포점,010-8827-6383,"서울 마포구 월드컵로 190 이안상암Ⅱ, 107호 베이프랩전자담배",https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
마포구,아이코스공식매장 세븐일레븐 서교8호점,010-4389-1285,서울 마포구 월드컵로 30,,phone_unique|address_clear
홍대/합정/상수,베이프스토어,0507-1407-1142,서울 마포구 월드컵로13길 14 1층,https://pcmap.place.naver.com/place/1941633086/home,역명 키워드 확장 재시도 배치 batch3 신규 후보
홍대/합정/상수,헬로전자담배,0507-1472-0687,서울 마포구 월드컵로13길 19 1층,https://pcmap.place.naver.com/place/1550290306/home,역명 키워드 확장 재시도 배치 batch3 신규 후보
홍대/합정/상수,오지구 망원점,0507-1438-0867,서울 마포구 월드컵로13길 56 A동 1층,https://pcmap.place.naver.com/place/2019541870/home,역명 키워드 확장 재시도 배치 batch3 신규 후보
홍대/합정/상수,닥터베이프,0507-1308-0927,서울 마포구 월드컵로16길 52-7 4층,https://pcmap.place.naver.com/place/1169752316/home,역명 키워드 확장 재시도 배치 batch3 신규 후보
홍대/합정/상수,어벤져스리앤비,0507-1353-3039,서울 마포구 월드컵로1길 14 딜라이트스퀘어1차 L층 B114-1호,,merge_v2 west_hip
,베이프리,010-9013-4744,서울 마포구 월드컵로25길 58,,
마포/공덕,마틴전자담배 상암점,0507-1432-2097,서울 마포구 월드컵북로 324 1층 102호,https://pcmap.place.naver.com/place/1951688211/home,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁
남가좌/북가좌,아이코스공식매장 오렌지마트점,010-3406-1285,서울 마포구 월드컵북로 402,http://place.map.kakao.com/1005302088,phone_unique|address_clear
마포구,원더베이프상암,010-7113-1519,서울 마포구 월드컵북로 402 (상암동) KGT센터 1층 129호,http://www.vera.or.kr/kr/store/store.php?sido=서울,베라쥬스 공식 대리점 목록
홍대/합정/상수,원타임 전자담배,0507-1380-6051,서울 마포구 잔다리로 17 1층,,merge_v2 west_hip
홍대/합정/상수,전자담배라운지24 홍대직영점,0507-1380-3714,서울 마포구 잔다리로 3 1층,https://pcmap.place.naver.com/place/1127092144/home,"네이버 지도 검증 완료. 24시간 영업, 0507 확인"
홍대/합정/상수,서피니티,0507-1338-7767,서울 마포구 포은로 14 1층 107호,https://pcmap.place.naver.com/place/2023892496/home,네이버 지도 검증 완료. 0507 확인
홍대/합정/상수,서울베이퍼즈 합정,010-9191-9670,서울 마포구 합정동,,공개 웹 검색 기반 초안
홍대/합정/상수,콤마베이프 합정,010-2123-2848,서울 마포구 합정동,,공개 웹 검색 기반 초안
홍대/합정/상수,시가K 홍대점,0507-1424-4578,서울 마포구 홍익로 10 101동 1층 108-1호,,merge_v2 west_hip
홍대/합정/상수,마블루 전자담배 홍대점,010-8968-0717,서울 마포구 홍익로 10 서교푸르지오 101동 1층 108-1호,https://xn--vk1br5hu7a69r54ec90a.kr/introAdultAuth?returnUrl=/home,공개 웹 검색 기반 초안
홍대/합정/상수,홍대엘프바전자담배,0507-1354-3370,서울 마포구 홍익로3길 19 1층,,merge_v2 west_hip
,위베이프전자담배 홍대2호점,010-8972-4732,서울 마포구 홍익로3길 25,http://place.map.kakao.com/1686978033,p3/30
홍대/합정/상수,인생전담,0507-1498-3442,서울 마포구 홍익로3길 25 1층 인생전담 (큰 골목에 있어요),,merge_v2 west_hip
신촌/이대,하카 서대문가좌역직영점,0507-1482-2167,서울 서대문구 거북골로 120 상가2동 지2층 2-7에이호,https://pcmap.place.naver.com/place/2004365235/home,네이버 검색 롱테일 확장 2026-04-10 · query=증산역 전자담배
신촌/이대,하카북가좌점,010-3790-0253,서울 서대문구 거북골로 158 (북가좌동),,공개 웹 검색 기반 초안
신촌/이대,하카코리아 서대문,010-3687-5110,서울 서대문구 거북골로 158 1층 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
신촌/이대,맥세븐북가좌점,010-5621-3004,서울 서대문구 거북골로 193 (북가좌동) 지층,,공개 웹 검색 기반 초안
서대문/홍제,위베이프 명지대점,0507-1344-9031,서울 서대문구 거북골로 25-1 1층,https://pcmap.place.naver.com/place/1464812349/home,네이버 검색 롱테일 round2 2026-04-10 · query=홍제역 전자담배
신촌/이대,이대전자담배멀티샵,010-9413-2388,서울 서대문구 대현동 이대역 인근,,공개 웹 검색 기반 초안. 주소 재확인 필요
신촌/이대,베이프존 아현점,010-3443-0144,서울 서대문구 북아현동,,공개 웹 검색 기반 초안
신촌/이대,신촌전자담배프라자,010-5165-3883,서울 서대문구 신촌,,공개 웹 검색 기반 초안. 주소 재확인 필요
신촌/이대,신촌역토네이도전자담배,0507-1330-3461,서울 서대문구 신촌로 109 신촌르메이에르타운5차 지하1층 110호,https://m.martha-vape.com/bs21/layout/map_store2.html,네이버 지도 검증 완료. place page 기준 전화번호/주소 최신화
신촌/이대,킹콩전자담배 신촌점,010-9467-1369,서울 서대문구 신촌로 121 아남오피스텔 지하1층,https://m.martha-vape.com/bs21/layout/map_store2.html,Martha Vape 공개 스토어 로케이터 기준 확인. 신촌역 인접 매장
,플렉스베이프,010-4636-1972,서울 서대문구 신촌로 143,,
신촌/이대,플렉스베이프,0507-1395-1972,서울 서대문구 신촌로 143 2층(대현동) 플렉스베이프,https://pcmap.place.naver.com/place/1157721931/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=대흥역 전자담배
신촌/이대,베이퍼니전자담배 신촌점,0507-1399-1540,서울 서대문구 연세로 6-1 1층,,merge_v2 west_hip
신촌/이대,전담GATE 신촌역점,0507-1373-5436,서울 서대문구 연세로5가길 8-6 1층,,merge_v2 west_hip
종로/을지로/충무로,에어베이프 연희동,010-7519-7639,서울 서대문구 연희로 114 1층,,공개 웹 검색 기반 초안
신촌/이대,에어베이프 연희점,010-9090-7832,서울 서대문구 연희로 114 내풍빌딩,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
신촌/이대,위베이프 북가좌점,0507-1356-6646,서울 서대문구 응암로 99,https://pcmap.place.naver.com/place/1251884574/home,네이버 검색 롱테일 확장 2026-04-10 · query=증산역 전자담배
신촌/이대,이대전자담배,010-3202-9410,서울 서대문구 이대역 주변,,공개 웹 검색 기반 초안. 주소 재확인 필요
종로/을지로/충무로,벨베이프 이대,010-2321-2946,서울 서대문구 이화여대길 29 1층,,공개 웹 검색 기반 초안
서대문/홍제,위베이프 전자담배 명지가재울점,0507-1407-3641,서울 서대문구 증가로 150 상가동 B322호,https://pcmap.place.naver.com/place/2072688461/home,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁
서대문/홍제,위베이프 서대문전자담배마켓,0507-1307-0734,서울 서대문구 충정로 73 1층,https://pcmap.place.naver.com/place/1979465790/home,네이버 플레이스 주소/상호 보정 2026-04-12 · query=서울역 전자담배
종로/을지로/충무로,전자담배 충정로,010-4599-9317,서울 서대문구 충정로 73 1층,,공개 웹 검색 기반 초안
서대문/홍제,싸다구전자담배,0507-1315-9052,서울 서대문구 통일로 147-1 1층,https://pcmap.place.naver.com/place/1750914752/home,네이버 검색 롱테일 확장 2026-04-10 · query=서대문역 전자담배
서대문/홍제,하카 서대문 홍제역직영점,0507-1387-2162,서울 서대문구 통일로 452 1층 1호,https://pcmap.place.naver.com/place/2088344425/home,네이버 검색 롱테일 확장 2026-04-10 · query=홍제 전자담배
강남역,저스트포그 강남본점,010-4007-9783,서울 서초구 강남대로 309,https://m.justfog.co.kr/stockist.html,공개 웹 검색 기준 강남권 취급점 주소/번호. 상호 직접 확인 필요
서초/양재,베이퍼스강남전자담배,0507-1326-9783,서울 서초구 강남대로 309 1층,https://pcmap.place.naver.com/place/1113681453/home,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁
,영웨이브 강남점,010-5853-7963,서울 서초구 강남대로 359,http://place.map.kakao.com/600188143,p2/28
신논현/논현,더베이프샵 다미 신논현점,010-9780-5262,서울 서초구 강남대로 455 강남태영데시앙루브 B102호,https://m.swidn.com/store,공개 웹 검색 기반 초안. 주소 보강
신논현/논현,제로전자담배 신논현점,0507-1338-3638,서울 서초구 강남대로 503 102호 제로전자담배 신논현점,https://pcmap.place.naver.com/place/1150007800/home,"merge_v2 dense_core; strict_core, 강남대로 신논현 축"
강남역,시가모아 강남점,010-8989-2577,서울 서초구 강남대로53길 7 강남애니타워 지하1층 B05호,https://map.naver.com/p/search/시가모아 강남점,"애매번호 재검증 복구 2026-04-10. 네이버 지도 검색상 서울 서초구 서초동 전자담배 결과가 단일 매칭됐고, 두 소스가 같은 건물과 번호를 가리킴"
강남역,하카 강남역직영점,0507-1372-2161,서울 서초구 강남대로65길 12 101호,https://pcmap.place.naver.com/place/1069379019/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=강남역 전자담배
강남역,마샤 베이프,010-7460-3550,서울 서초구 강남대로65길 12 한서그린빌리지 101호,https://m.martha-vape.com/bs21/layout/map_store2.html,기존 02 번호 대신 공개 웹 검색상 확인된 010 번호로 교체. 상호 표기 재확인 권장
잠원/반포 인접,베이핑라운지 잠원점,0507-1396-9747,서울 서초구 강남대로95길 66 1층,https://pcmap.place.naver.com/place/2053146084/home,"merge_v2 dense_core; core_adjacent, 신사-잠원 강남대로 축 확장"
,룰루전자담배 사당점,0507-1390-2440,서울 서초구 과천대로 946 1층 8호,https://pcmap.place.naver.com/place/1539043547/home,proven_longtail_redux 2026-04-14. 사당역 전자담배 Naver Place 검색 결과. batch5_sadang_mokdong_checkpoint_2026-04-13 unmerged 확인. 서울 주소+0507 dedup clean.
서초/양재,하카 서초 양재역직영점,0507-1442-2161,서울 서초구 남부순환로 2606 1층 104호,https://pcmap.place.naver.com/place/1564672238/home,네이버 검색 롱테일 round2 2026-04-10 · query=양재역 전자담배
,디오렌 전자담배,0507-1327-7901,서울 서초구 반포대로28길 21-7 서한빌딩,https://pcmap.place.naver.com/place/1576273298/home,carry-over promotable revalidation 2026-04-14. 진짜 신규 매장 - baseline 미등재. Naver Place place_id 1576273298 (쿼리: 서래마을 전자담배). 서초구 전자담배점
사당/방배,베이퍼스 방배점,010-4484-5600,서울 서초구 방배동,,공개 웹 검색 기반 초안
사당/방배,비글전자담배 방배점,010-6774-2908,서울 서초구 방배동,,공개 웹 검색 기반 초안
서초/양재,서초스타전자담배,010-8820-6536,서울 서초구 방배동 인근,,공개 웹 검색 기반 초안
사당/방배,스타베이프 전자담배,0507-1355-6536,서울 서초구 방배로 175 1층 101호,https://pcmap.place.naver.com/place/1034209529/home,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁
,비글전자담배 방배점,0507-1347-2908,서울 서초구 방배중앙로 207-10 아크로리버 104동 102호,https://pcmap.place.naver.com/place/list?query=%EB%B9%84%EA%B8%80%EC%A0%84%EC%9E%90%EB%8B%B4%EB%B0%B0+%EB%B0%A9%EB%B0%B0,carry-over promotable revalidation 2026-04-14. Naver Place 0507 최신번호 (기존 baseline: 010-6774-2908/방배동coarse). 정밀주소 추가
,구구액상,010-9120-8089,서울 서초구 사임당로8길 13,http://place.map.kakao.com/54257138,p3/28
,막시무스코리아 신논현점,010-6619-5337,서울 서초구 사평대로52길 3,http://place.map.kakao.com/2051054630,query: 서울 서초구 전자담배
서초/양재,하다 전자담배,010-9287-7987,서울 서초구 서초대로 240 서초동 동일하이빌 지하1층 B22호,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
,포그하우스,010-6464-2284,서울 서초구 서초대로 283,http://place.map.kakao.com/1646672939,p3/28
사당/방배,하카전자담배 이수점,0507-1427-6969,서울 서초구 서초대로 3-4 지하 1층 B102호,https://pcmap.place.naver.com/place/35124916/home,네이버 검색 롱테일 확장 2026-04-10 · query=이수 전자담배
,서초전자담배,010-3002-2234,서울 서초구 서초대로38길 12,http://place.map.kakao.com/2007159197,p4/28
서초/양재,원더베이프 서초점,010-6749-4416,서울 서초구 서초대로46길 3 1층 101-2B호 (서초동 경중빌딩),https://end-puff.com/bs21/layout/map_all2.html,엔드퍼프 공식 스토어로케이터 기반 2026-04-10 추가
서초/양재,원더베이프 교대점,0507-1355-1554,서울 서초구 서초대로46길 3 1층 원더베이프,https://pcmap.place.naver.com/place/1249410291/home,네이버 검색 롱테일 round2 2026-04-10 · query=교대역 전자담배
신논현/논현,전자담배할인매장 라운지24 강남점,010-4105-1977,서울 서초구 서초대로77길 48 1층 3호,https://m.ejuiceko.com/find_store.html,공개 웹 검색 기반 초안
서초/양재,강남베이퍼스,010-2573-0748,서울 서초구 서초동,,공개 웹 검색 기반 초안
사당/방배,막시무스코리아,010-9632-3788,서울 서초구 서초동,https://maximuskorea.co.kr/,공개 웹 검색 기반 초안
서초/양재,원더베이프 서초점,010-8562-5512,서울 서초구 서초동,,공개 웹 검색 기반 초안
서초/양재,위베이프 서초교대점,0507-1447-7561,서울 서초구 서초중앙로 101 1층,https://pcmap.place.naver.com/place/1223199971/home,네이버 검색 롱테일 round2 2026-04-10 · query=교대역 전자담배
서초/양재,하카 서초 교대역직영점,0507-1443-2161,서울 서초구 서초중앙로 125 1층 103호,https://pcmap.place.naver.com/place/1911334347/home,네이버 검색 롱테일 round2 2026-04-10 · query=교대역 전자담배
서초/양재,증기기관 서초점,010-9340-6927,서울 서초구 서초중앙로24길 5 맨투맨빌딩 104호,https://m.martha-vape.com/bs21/layout/map_store2.html,"공식 스토어 로케이터 재확인 2026-04-10, 마샤 베이프 매장 페이지 기반 비핫스팟 확장 추가"
잠원/반포 인접,킹콩전자담배멀티샵,0507-1400-5934,서울 서초구 신반포로 219 반포쇼핑타운,https://pcmap.place.naver.com/place/37268990/home,"merge_v2 dense_core; core_adjacent, 반포/잠원 외곽 확장"
잠원/반포 인접,전담홀릭 구반포점,0507-1433-6750,서울 서초구 신반포로 27-6 한신종합상가 1층 사열1호,https://pcmap.place.naver.com/place/2071759738/home,"merge_v2 dense_core; core_adjacent, 반포 외곽 확장"
사당/방배,킹콩전자담배 반포점,010-5216-5934,서울 서초구 잠원동,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공개 웹 검색 기반 초안
서초구,헤일로리퀴드전자담배 서초점,010-4052-5428,서울 서초구 효령로 304,,phone_unique|address_overlap_diff_store(서초전자담배3121호)|last4_5428_vs_0507-1309-5428_diff_store
서초/양재,서초전자담배,010-9209-0071,서울 서초구 효령로 304 국제전자센터 3층 3121호,https://m.justfog.co.kr/stockist.html,기존 02와 함께 공개된 010 번호 사용
,제니스팟 바버베이프,010-7170-8879,서울 서초구 효령로 36,,
,카우베이프 남부터미널점,010-3064-3799,서울 서초구 효령로55길 15,,
서초/양재,카우베이프 전자담배 남부터미널점,0507-1463-3799,서울 서초구 효령로55길 15 1층 103호,https://pcmap.place.naver.com/place/1205489746/home,네이버 검색 롱테일 round2 2026-04-10 · query=남부터미널 전자담배
성수,금호동조아전자담배,010-9627-2740,서울 성동구 금호동,,공개 웹 검색 기반 초안
성수,펠릭스샵 성수점,0507-1356-2561,"서울 성동구 동일로 143 127, 128호",,merge_v2 west_hip
성수,베이프랩 성수점,010-7739-2839,서울 성동구 동일로 173 1층,https://m.martha-vape.com/bs21/layout/map_store2.html,동일로점 기준 공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 베이프랩 왕십리 | 서울 성동구 왕십리 / 성수멀티샵 왕십리 | 서울 성동구 왕십리
왕십리/한양대,샤슈베이프 마장동,010-8989-0133,서울 성동구 마장로 271 (마장동) 삼성아파트 상가 1층,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 성동구 성수이로 마블루 | 서울 성동구 성수이로 34-1 (성수동2가)
왕십리/한양대,월드베이프 한양대점,0507-1376-9502,서울 성동구 마조로 22 1층 1호,https://pcmap.place.naver.com/place/2032832010/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=왕십리역 전자담배
왕십리/한양대,하카 상왕십리역직영점,0507-1480-2161,서울 성동구 무학봉25길 20 1층,https://pcmap.place.naver.com/place/2079563785/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=왕십리 전자담배
성수,라미야성수점,010-3404-2715,서울 성동구 성수동,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
성수,나이스전자담배 성수동점,010-9227-8506,서울 성동구 성수동2가 314-6 신성빌딩 1층,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
성수,성수 전자담배,0507-1332-1475,서울 성동구 성수이로 34-1 1층,https://pcmap.place.naver.com/place/1232275061/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=성수 전자담배
,엑스업 전자담배,010-8234-3033,서울 성동구 성수이로20길 10,http://place.map.kakao.com/199383763,query: 서울 성동구 전자담배
성수,엑스업 전자담배,0507-1304-6142,서울 성동구 성수이로20길 10 1층 102호,https://pcmap.place.naver.com/place/1002900687/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=성수 전자담배
성수,엑스업 전자담배 성수점,010-5871-3037,서울 성동구 성수이로20길 10 대한빌딩 1층,https://exup.co.kr/shopinfo/company.html,공개 웹 검색 기반 초안
성수,더블베이프 성수,0507-1390-6555,서울 성동구 성수일로4길 49-1 1층 VAPE VAPE,,merge_v2 west_hip
성수,나이스전자담배,0507-1331-8506,서울 성동구 아차산로 96 1층 나이스전자담배,,merge_v2 west_hip
성동구,베이퍼스 유나이티드,0507-1392-7700,서울 성동구 아차산로17길 49 1414호 생각공장 데시앙플렉스,,서울 베이핑 샵 쿼리
성수,저스트포그 성수점,010-7144-6947,서울 성동구 연무장5가길 7 성수역현대테라스타워 B114호,https://m.martha-vape.com/bs21/layout/map_store2.html,Martha/Justfog 공개 페이지 교차 확인
성수,위베이프 전자담배 성수연무장길점,0507-1373-0553,서울 성동구 연무장7길 3 1층,https://pcmap.place.naver.com/place/2037451003/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=성수 전자담배
성수,위베이프 성수 직영점,0507-1385-1491,서울 성동구 연무장길 12 2층,https://pcmap.place.naver.com/place/2061675106/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=서울숲 전자담배
성수,위베이프 전자담배 성수점,0507-1376-7489,서울 성동구 연무장길 29-1 1층,https://pcmap.place.naver.com/place/1168838462/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=성수 전자담배
성수,엘프바 성수점,0507-1431-2484,서울 성동구 연무장길 81 1층 108호,,네이버 플레이스 검증 2026-04-12 · query=성수역 전자담배
왕십리/한양대,아이다 성동왕십리점,010-5573-2056,서울 성동구 왕십리,,성수 아이다성동점과 동일 번호 가능성. 재확인 필요; 동일 연락처 중복 병합: 아이다 성동점 | 서울 성동구 성수동
왕십리/한양대,왕십리킹전자담배,0507-1384-1384,서울 성동구 왕십리광장로 17 3층 SP05-01호,https://pcmap.place.naver.com/place/1643874275/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=왕십리 전자담배
왕십리/한양대,아이다전자담배 왕십리행당점,0507-1486-0009,서울 성동구 왕십리로 259 1층,https://pcmap.place.naver.com/place/36139483/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=행당역 전자담배
왕십리/한양대,렉스 전자담배,010-3245-1669,서울 성동구 왕십리로 336 1층 102호,https://m.martha-vape.com/bs21/layout/map_store2.html,Martha Vape 공개 로케이터 기준 확인
왕십리/도선동,렉스전자담배,0507-1481-1689,서울 성동구 왕십리로 336 상가 1층 102호 (도선동),https://pcmap.place.naver.com/place/1504694945/home,네이버 플레이스 검증 · last3_sprint · query=왕십리 전자담배 · 상왕십리역 4분거리 · 10년경력 전문가 운영
성수,오지구 전자담배 성수점,0507-1373-5146,서울 성동구 왕십리로10길 6 서울숲비즈포레 1층 107호,https://pcmap.place.naver.com/place/2093450197/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=서울숲 전자담배
왕십리/한양대,구름베이프,010-3799-5841,서울 성동구 왕십리로21길 12 1층,,공개 웹 검색 기반 초안
왕십리/한양대,위베이프 구름베이프,0507-1493-8969,서울 성동구 왕십리로21길 12 1층 구름베이프,https://pcmap.place.naver.com/place/1125717024/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=왕십리 전자담배
왕십리/한양대,위베이프 금호점,0507-1458-0750,서울 성동구 장터길 45-1 1층,https://pcmap.place.naver.com/place/36170422/home,네이버 검색 롱테일 확장 2026-04-10 · query=금호 전자담배
왕십리/한양대,다온 수 전자담배,0507-1433-0608,서울 성동구 천호대로 286 1층,https://pcmap.place.naver.com/place/1739492233/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=답십리역 전자담배
왕십리/한양대,아이다 전자담배 왕십리점,010-8712-2643,서울 성동구 행당동 130-120,https://m.martha-vape.com/bs21/layout/map_store2.html,Martha Vape 공개 로케이터 기준 확인
,월드베이프 고대안암점,010-6554-1799,서울 성북구 고려대로 91-1,,
성북/길음,제로전자담배 안암점,0507-1440-6713,서울 성북구 고려대로24길 24 지하1층 2호,https://pcmap.place.naver.com/place/1826514577/home,네이버 검색 롱테일 확장 2026-04-10 · query=안암역 전자담배
성북/길음,전담역 고려대점,0507-1430-7656,서울 성북구 고려대로26길 42-1 1층,https://pcmap.place.naver.com/place/1057496885/home,네이버 검색 롱테일 확장 2026-04-10 · query=안암역 전자담배
성북,세븐베이프 고대점,0507-1449-7688,서울 성북구 고려대로26길 45-1 1층 세븐일레븐 고대제일점,https://pcmap.place.naver.com/place/1123503191/home,merge_v2 longtail_outer; longtail stations batch 신규 후보 2026-04-13
성북/길음,디어베이프,0507-1393-3262,서울 성북구 고려대로6길 72 2층,https://pcmap.place.naver.com/place/1703775102/home,네이버 검색 롱테일 확장 2026-04-10 · query=신설동역 전자담배
성북/길음,베이퍼크루 길음점,010-7352-7250,서울 성북구 길음동,,공개 웹 검색 기반 초안
성북/길음,24시로드전자담배,0507-1431-1380,서울 성북구 길음로 11 136호,https://pcmap.place.naver.com/place/1792619445/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=길음역 전자담배
성북/길음,듀바코 성북점,010-4594-9227,서울 성북구 동선동5가,,공개 웹 검색 기반 초안
성북/길음,더베이프샵 다미 성신여대점,0507-1394-2929,서울 성북구 동소문로 107,https://pcmap.place.naver.com/place/1957531447/home,네이버 검색 롱테일 확장 2026-04-10 · query=성신여대 전자담배
,더베이프샵다미,010-2773-5262,서울 성북구 동소문로 107,http://place.map.kakao.com/242182504,query: 서울 중구 베이프샵
성북/길음,하카 길음역직영점,0507-1328-2161,서울 성북구 동소문로 312 1층,https://pcmap.place.naver.com/place/2057422779/home,네이버 검색 롱테일 확장 2026-04-10 · query=미아사거리 전자담배
성북/길음,하카 성신여대직영점,0507-1484-2161,서울 성북구 동소문로 60 1층,https://pcmap.place.naver.com/place/2010769959/home,네이버 검색 롱테일 확장 2026-04-10 · query=혜화 전자담배
성북/길음,성신 전자담배,0507-1385-1910,서울 성북구 동소문로22길 5 1층,https://pcmap.place.naver.com/place/1140596709/home,네이버 검색 롱테일 확장 2026-04-10 · query=성신여대 전자담배
성북/길음,성북 더베이프,010-2624-5262,서울 성북구 안암동,,공개 웹 검색 기반 초안
성북/길음,위베이프 고래전자담배 고려대점,0507-1401-6326,서울 성북구 안암로 67,https://pcmap.place.naver.com/place/36202936/home,네이버 검색 롱테일 확장 2026-04-10 · query=신설동역 전자담배
성북/길음,위베이프 전자담배 월곡점,0507-1386-1834,서울 성북구 오패산로 99 1층 101호,https://pcmap.place.naver.com/place/1436529866/home,네이버 검색 롱테일 확장 2026-04-10 · query=미아사거리 전자담배
성북/길음,위베이프 전담잇슈,0507-1429-0034,서울 성북구 월곡로 102 1층,https://pcmap.place.naver.com/place/1608358425/home,네이버 검색 롱테일 확장 2026-04-10 · query=장위동 전자담배
성북/길음,성북멀티샵,010-2382-6133,서울 성북구 종암동,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공개 웹 검색 기반 초안
성북/길음,성북구 종암동 전자담배멀티샵,0507-1327-2336,서울 성북구 종암로 113 1층,https://pcmap.place.naver.com/place/36028421/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=길음역 전자담배
성북/길음,전담있슈 하월곡,010-8720-9660,서울 성북구 하월곡동,,공개 웹 검색 기반 초안
잠실/송리단길,베이프유 송파점,0507-1440-0087,서울 송파구 가락로 112 1층 6호 베이프유,https://pcmap.place.naver.com/place/1413727927/home,네이버 검색 롱테일 확장 2026-04-10 · query=송파역 전자담배
잠실/송리단길,송파구전자담배,0507-1400-3080,서울 송파구 가락로 168 부성빌딩 1층 8호,https://pcmap.place.naver.com/place/1181866556/home,네이버 검색 롱테일 확장 2026-04-10 · query=석촌역 전자담배
잠실/송리단길,송파전자담배멀티샵,010-2979-3569,"서울 송파구 가락로 168, 제1층 제8호(송파동)",http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
,JMI전자담배 송파점,010-4836-3334,서울 송파구 가락로 214,,
,JMI전자담배 송파점,0507-1374-3959,서울 송파구 가락로 214 1층 (송파동 147-1),https://map.naver.com/p/entry/place/1434353296,네이버 플레이스 검증 (place_id 1434353296). 송파나루역 4번출구. 2026-04-14 Lane B 신규.
,하이베이프,010-3049-7499,서울 송파구 동남로 303,,
문정/가락,건담전자담배,010-4435-0349,서울 송파구 마천로 190 (오금동) 1층 103호,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
잠실/송리단길,찰리전자담배 오금동점,010-9386-5950,서울 송파구 마천로 190 청전빌딩 1층 103호,,공개 웹 검색 기반 초안
잠실/송리단길,너구리전자담배 오금점,010-2798-0511,서울 송파구 마천로 68 1층,,공개 웹 검색 기반 초안
잠실/송리단길,잔티몰,010-8750-8531,서울 송파구 백제고분로 187 파크인수 B202,,공개 웹 검색 기반 초안
잠실/송리단길,전담이지 잠실석촌점,0507-1466-2467,서울 송파구 백제고분로41길 40 1층 103호,https://pcmap.place.naver.com/place/1402857705/home,네이버 검색 롱테일 확장 2026-04-10 · query=석촌역 전자담배
잠실/송리단길,잠실전자담배 베이프갱스터,010-2086-3404,서울 송파구 백제고분로7길 49 1층105호,,공개 웹 검색 기반 초안
문정/가락,위베이프전자담배 문정역점,0507-1488-7755,서울 송파구 법원로 114 A동 1층 110호,https://pcmap.place.naver.com/place/1278094363/home,네이버 검색 롱테일 round2 2026-04-10 · query=문정역 전자담배
문정/가락,라파엘전자담배 문정역점,010-2922-8023,서울 송파구 법원로 114 엠스테이트 B동 138호,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1155/,공개 웹 검색 기반 초안
문정/가락,전담GATE 문정역점,0507-1309-6149,서울 송파구 법원로 114 제씨동 제1층 제씨120호,https://pcmap.place.naver.com/place/2083599734/home,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=문정 전자담배
문정/가락,송파 전자담배 너구리굴 문정점,010-8208-0947,서울 송파구 법원로11길 11 문정현대지식산업센터1-1 A동 130호,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
문정/가락,베이프엔문정,010-7559-9574,서울 송파구 법원로4길 6 문정아이파크 132-2호,https://primejuice.kr/article/%ED%8C%90%EB%A7%A4%EC%A0%90-%EC%B0%BE%EA%B8%B0/5/1018/,공개 웹 검색 기반 초안
송파구,원더베이프 문정점,0507-1444-8920,서울 송파구 법원로9길 26 H비즈니스파크 D동 103호,,session2 naver discovery
